StartDate,EndDate,Progress,ResponseId,consent,favor_use,preprint_cred1_1,preprint_cred1_2,preprint_cred1_3,preprint_cred1_4,preprint_cred1_5,preprint_cred2_1,preprint_cred2_2,preprint_cred2_3,preprint_cred2_4,preprint_cred3_1,preprint_cred3_2,preprint_cred3_3,preprint_cred4_1,preprint_cred4_2,preprint_cred4_3,preprint_cred4_4,preprint_cred5_1,preprint_cred5_2,preprint_cred5_3,services_cred1_1,services_cred1_2,services_cred1_3,services_cred1_4,service_cred2_1,service_cred2_2,service_cred2_3,service_cred2_4,service_cred3_1,service_cred3_2,service_cred3_3,service_cred3_4,service_cred3_5,service_credible4_1,service_credible4_2,service_credible4_3,service_credible4_4,service_credible4_5,position_7_TEXT,age,discipline_specific,discipline_other,how_heard,familiar,preprints_submitted,preprints_used,position,discipline,country,continent,HDI_2017,hdi_level,bepress_tier3,bepress_tier2,bepress_tier1,discipline_collapsed,acad_career_stage
4/8/19 11:25,4/8/19 12:03,100,R_3fqugSNMHRNEwfJ,1,3,3,3,5,5,4,5,3,4,4,4,4,4,5,5,5,5,5,5,4,3,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,3,NA,41,genomics,NA,PLOS,Very familiar,"Yes, many times","Yes, many times","Assistant Professor, or equivalent",Biology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Genomics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Assist Prof
4/8/19 11:46,4/8/19 12:03,100,R_12KimT8zCEnWRHe,1,-3,4,3,3,4,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,2,2,3,2,0,1,2,2,0,3,1,3,0,0,0,0,0,1,NA,63,NA,Medicine,email from PLoSOne,Slightly familiar,No,No,"Associate Professor, or equivalent",Other,Italy,Europe,0.88,very high,NA,NA,Medicine and Health Sciences,Medicine and Health Sciences,Assoc Prof
4/8/19 11:42,4/8/19 12:03,100,R_3me1MRbsmSC3zF7,1,0,3,3,4,4,4,5,3,3,5,2,2,4,5,1,2,2,4,5,4,3,3,3,2,3,3,3,3,3,3,3,3,1,3,-2,2,3,3,Freelance researcher,57,European integration; Political economy; European political science; democratisation; political participation,NA,Email from PLOS,Moderately familiar,No,Not sure,"Other, please specify",Political Science,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,Political Science,Social and Behavioral Sciences,Other Social Sciences,NA
4/8/19 11:44,4/8/19 12:03,100,R_POsh1RC6Axmu6sN,1,2,2,1,2,3,2,2,1,2,3,1,2,1,4,4,3,4,4,5,5,3,2,3,3,2,3,3,3,3,2,0,2,1,2,2,1,1,2,NA,33,Applied Health,NA,PLOS email,Moderately familiar,No,"Yes, a few times",Post doc,Nutritional Science,United States of America,North America,0.924,very high,NA,Nutrition,Life Sciences,Life Sciences (Biology),Post doc
4/8/19 11:57,4/8/19 12:03,100,R_WlIJvUc2EIEJWsp,1,2,3,3,3,4,3,4,3,4,5,4,4,4,4,4,4,3,4,4,3,2,1,2,3,2,2,3,3,3,2,3,3,3,3,-2,0,1,2,NA,39,NA,Medicine,Email fro Plos,Very familiar,"Yes, a few times","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Other,Spain,Europe,0.891,very high,NA,NA,Medicine and Health Sciences,Medicine and Health Sciences,NA
4/8/19 11:47,4/8/19 12:04,100,R_2zx6okcic4PeaQd,1,-2,4,3,4,5,3,4,5,3,5,4,4,4,4,3,2,3,4,4,4,3,2,3,1,3,3,3,2,3,3,2,3,3,3,-2,3,-2,3,NA,NA,ion channel biophysics,NA,email PLOS,Slightly familiar,No,No,"Associate Professor, or equivalent",NA,United States of America,North America,0.924,very high,Biophysics,"Biochemistry, Biophysics, and Structural Biology",Life Sciences,Life Sciences (Biology),Assoc Prof
4/8/19 11:54,4/8/19 12:05,100,R_1rPSiRL0NV7wJ2R,1,3,3,3,4,4,4,5,3,4,3,4,4,3,4,4,4,4,4,4,4,2,2,-1,1,2,3,0,1,3,3,2,0,1,3,0,0,0,0,NA,39,"Public Health, Medical sociology",NA,PLOS,Very familiar,No,No,"Research Scientist/Staff Scientist, or equivalent",Sociology,Sweden,Europe,0.933,very high,Medicine and Health,Sociology,Social and Behavioral Sciences,Other Social Sciences,NA
4/8/19 12:00,4/8/19 12:06,100,R_3QJg2VtLOHOJ7MP,1,3,4,3,4,3,5,3,3,3,4,2,3,2,4,4,4,5,5,5,5,2,2,3,3,2,2,2,1,1,1,2,0,1,1,0,-1,1,2,NA,49,"Neuroscience, Behavior",NA,Received email from journal,Extremely familiar,"Yes, many times","Yes, many times","Research Scientist/Staff Scientist, or equivalent",Biology,Portugal,Europe,0.8470000000000001,very high,NA,NA,Life Sciences,Life Sciences (Biology),NA
4/8/19 11:48,4/8/19 12:06,100,R_pMEf4yMWdeRDri1,1,3,4,3,3,4,3,5,2,3,5,4,3,2,3,3,3,3,4,4,4,0,1,3,2,0,0,0,3,2,3,1,3,2,0,0,2,2,0,NA,43,NA,NA,NA,Extremely familiar,No,"Yes, many times","Assistant Professor, or equivalent",Sociology,South Korea,Asia,0.903,very high,NA,Sociology,Social and Behavioral Sciences,Other Social Sciences,Assist Prof
4/8/19 11:57,4/8/19 12:06,100,R_11YooqSEvTRiMOK,1,0,4,4,4,4,4,3,3,4,4,4,4,2,4,5,5,2,2,2,3,0,2,2,1,1,1,1,3,3,3,2,3,2,3,2,2,2,2,NA,33,Counseling,NA,PLOS One Journal,Slightly familiar,No,"Yes, once","Assistant Professor, or equivalent",Psychology,Jordan,Asia,0.735,high,Counseling Psychology,Psychology,Social and Behavioral Sciences,Psychology,Assist Prof
4/8/19 11:56,4/8/19 12:06,100,R_2OUcjKTJQsRv2tQ,1,2,3,3,2,1,1,1,3,1,2,1,2,1,2,1,4,2,1,4,4,1,1,2,0,1,0,2,3,2,3,2,2,3,0,-3,1,0,2,NA,59,biophysics,NA,journal (PLOS) mail,Extremely familiar,"Yes, many times","Yes, many times","Professor, or equivalent",Physics,Spain,Europe,0.891,very high,Biological and Chemical Physics,Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Full Prof
4/8/19 11:57,4/8/19 12:07,100,R_scWHgUyiLvsAtih,1,-1,1,5,1,5,5,2,4,1,2,2,3,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,2,0,0,0,1,0,0,NA,NA,NA,33,NA,Psychiatry,email from Plos,Slightly familiar,No,No,"Assistant Professor, or equivalent",Other,Bangladesh,Asia,0.608,medium,Psychiatry,Medical Specialties,Medicine and Health Sciences,Medicine and Health Sciences,Assist Prof
4/8/19 11:55,4/8/19 12:07,100,R_2QYApo5lm8PwyIW,1,2,3,4,4,2,2,3,4,2,3,2,3,2,3,3,4,2,3,4,3,-2,1,3,2,2,0,1,2,0,2,1,2,2,3,-3,2,-1,2,NA,42,atmospheric science,NA,email,Very familiar,"Yes, once","Yes, a few times",Post doc,Earth Science,Canada,North America,0.926,very high,Atmospheric Sciences,Oceanography and Atmospheric Sciences and Meteorology,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Post doc
4/8/19 12:02,4/8/19 12:08,100,R_CfBWH0hsXvXZheh,1,0,1,1,1,3,3,1,4,4,4,4,4,3,4,4,4,4,4,4,4,-2,-1,-1,0,-2,2,3,3,3,3,2,3,3,3,-1,2,-3,3,NA,31,Genomics,NA,Email,Moderately familiar,"Yes, once","Yes, once","Assistant Professor, or equivalent",Biology,India,Asia,0.64,medium,Genomics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Assist Prof
4/8/19 12:04,4/8/19 12:10,100,R_bgD1ynD8X3VvnBn,1,3,4,4,4,4,3,5,4,3,3,2,4,3,4,4,4,4,5,4,4,2,3,2,2,3,3,3,3,1,2,1,3,2,2,0,-1,1,1,NA,54,Neuroscience,NA,Plos email,Moderately familiar,No,"Yes, a few times","Associate Professor, or equivalent",Psychology,Norway,Europe,0.9530000000000001,very high,NA,Psychology,Social and Behavioral Sciences,Psychology,Assoc Prof
4/8/19 11:58,4/8/19 12:10,100,R_2WYBlo6pv9kxV4j,1,-1,4,4,4,2,2,3,2,2,2,4,4,5,4,4,2,2,4,4,4,-3,-3,2,1,2,2,-3,-3,2,3,-3,-1,-1,2,-3,3,-3,3,NA,52,Epidemiology and Public Health,NA,Plos ent it to me,Slightly familiar,No,No,"Assistant Professor, or equivalent",Sociology,Spain,Europe,0.891,very high,Medicine and Health,Sociology,Social and Behavioral Sciences,Other Social Sciences,Assist Prof
4/8/19 12:05,4/8/19 12:10,100,R_1JKm4pM1PSeSNgk,1,-2,5,5,5,1,3,4,5,1,4,1,4,1,5,5,5,5,5,5,5,3,3,3,3,0,0,0,2,3,3,3,0,0,3,-3,1,-3,3,NA,66,Biological Anthropology,NA,listserve,Very familiar,No,No,"Research Scientist/Staff Scientist, or equivalent",Paleontology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Paleontology,Earth Sciences,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/8/19 11:19,4/8/19 12:12,100,R_1oiCSXz9vF53D29,1,3,2,2,4,3,2,5,3,5,5,3,5,2,4,4,4,4,4,5,3,1,3,3,0,0,0,3,2,0,2,1,2,2,2,-2,0,0,2,Curator,41,Vertebrate Paleobiology,NA,email from PLoS,Very familiar,"Yes, once","Yes, many times","Other, please specify",Paleontology,United States of America,North America,0.924,very high,Paleontology,Earth Sciences,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/8/19 12:03,4/8/19 12:13,100,R_2VILrL8hFvnznXe,1,3,3,2,2,2,2,3,3,2,4,1,3,2,3,3,3,1,3,4,4,3,3,3,1,0,2,3,3,3,3,0,2,3,0,-3,2,0,3,NA,48,"computational biology, statistical physics",NA,email from plos,Extremely familiar,"Yes, many times","Yes, many times","Professor, or equivalent",Physics,France,Europe,0.901,very high,Biological and Chemical Physics,Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Full Prof
4/8/19 12:01,4/8/19 12:14,100,R_20YAlOSEFyib8sY,1,3,1,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,0,1,3,2,2,2,3,3,2,3,3,3,3,3,-2,1,-2,3,NA,32,"Community ecology, Landscape ecology, Macroecology",NA,E-mail from PLOS,Very familiar,"Yes, a few times","Yes, a few times",Graduate Student,Ecology/Evolutionary Science,Brazil,South America,0.759,high,NA,Ecology and Evolutionary Biology,Life Sciences,Life Sciences (Biology),Grad Student
4/8/19 12:07,4/8/19 12:14,100,R_3Jln5igwfBYtzj0,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,55 years,epidemiology,NA,email,Moderately familiar,"Yes, a few times","Yes, a few times","Professor, or equivalent",Statistics,Serbia,Europe,0.7869999999999999,high,NA,Statistics and Probability,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Full Prof
4/8/19 12:09,4/8/19 12:16,100,R_2S8I3GI5LQdgxBo,1,-2,4,4,4,5,5,4,5,2,3,1,1,1,5,5,5,5,5,5,3,3,0,0,3,2,2,2,3,1,3,0,0,1,0,2,2,3,2,NA,54,biochemistry,NA,email,Very familiar,No,No,"Professor, or equivalent",Biology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Biochemistry,"Biochemistry, Biophysics, and Structural Biology",Life Sciences,Life Sciences (Biology),Full Prof
4/8/19 12:03,4/8/19 12:16,100,R_1QhY7tYZgIffSGK,1,2,1,1,2,1,1,1,2,1,4,4,4,4,3,3,3,3,2,2,2,0,3,0,0,0,2,3,1,0,0,0,3,3,3,3,0,0,1,NA,33,"Agricultural Economics, food security, microeconomics",NA,Email from PLoS team,Very familiar,No,"Yes, many times","Assistant Professor, or equivalent",Economics,Pakistan,Asia,0.562,medium,Food Security,Agricultural and Resource Economics,Social and Behavioral Sciences,Other Social Sciences,Assist Prof
4/8/19 12:12,4/8/19 12:17,100,R_2dQMLQJPgllEtw2,1,0,1,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,3,1,-1,1,2,2,0,0,0,0,0,0,0,0,3,2,1,2,2,2,NA,43,NA,Medicine,E-mail,Not familiar at all,No,No,"Assistant Professor, or equivalent",Other,Thailand,Asia,0.755,high,NA,NA,Medicine and Health Sciences,Medicine and Health Sciences,Assist Prof
4/8/19 12:09,4/8/19 12:18,100,R_3dQaQ90TAPfnogz,1,2,3,1,3,1,1,1,4,1,1,1,1,1,3,3,3,3,3,4,4,-3,1,-3,2,3,3,3,3,0,3,0,3,3,3,-3,3,0,3,NA,63,NA,psychophysiology,email from Chemrxiv,Slightly familiar,"Yes, a few times",No,"Associate Professor, or equivalent",Other,Italy,Europe,0.88,very high,NA,NA,NA,NA,Assoc Prof
4/8/19 12:12,4/8/19 12:18,100,R_1GBUEKM5mgKPwq2,1,3,2,2,2,3,3,2,4,3,3,2,2,3,4,5,5,5,5,4,4,-1,0,2,2,3,3,3,2,-1,0,0,2,1,2,2,1,1,1,NA,35,biomedical,NA,email,Very familiar,No,"Yes, many times","Assistant Professor, or equivalent",Engineering,Pakistan,Asia,0.562,medium,NA,Biomedical Engineering and Bioengineering,Engineering,Engineering,Assist Prof
4/8/19 12:07,4/8/19 12:18,100,R_2U3qD0XeOpnDShB,1,3,3,2,4,4,2,2,1,3,4,2,4,1,3,2,2,2,2,4,4,2,3,3,1,0,2,2,2,3,2,2,1,2,3,0,0,2,2,NA,47,"Genetics, neurodegenerative diseases",NA,e-mail,Moderately familiar,"Yes, a few times","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Biology,Spain,Europe,0.891,very high,NA,NA,Life Sciences,Life Sciences (Biology),NA
4/8/19 12:08,4/8/19 12:18,100,R_2cckdwvWmOwYrDG,1,0,4,3,3,4,3,3,3,4,3,3,3,1,4,4,4,3,4,3,3,2,0,2,1,0,1,2,1,0,2,1,1,2,0,-2,1,0,1,NA,54,Biochemistry,NA,PLos email,Not familiar at all,No,No,"Research Scientist/Staff Scientist, or equivalent",Biology,United States of America,North America,0.924,very high,Biochemistry,"Biochemistry, Biophysics, and Structural Biology",Life Sciences,Life Sciences (Biology),NA
4/8/19 12:11,4/8/19 12:18,100,R_2Yii6wBf4W8P2PF,1,3,3,2,3,2,3,1,3,3,3,2,2,2,3,3,3,3,4,4,4,2,2,2,2,2,2,3,3,3,2,2,3,2,3,-3,3,3,3,NA,78,"Theoretical, mathematical and quantum chemistry",NA,direct e-mail from PLOS,Extremely familiar,"Yes, many times","Yes, many times","Professor, or equivalent",Chemistry,Spain,Europe,0.891,very high,NA,Chemistry,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Full Prof
4/8/19 12:14,4/8/19 12:19,100,R_1JDXkFpwnPILNQ9,1,3,2,2,2,2,4,2,3,4,4,4,3,4,4,5,5,5,4,3,4,2,1,1,1,2,2,1,0,-3,0,2,2,3,1,3,3,0,1,NA,31,Social psychology,NA,plos one,Slightly familiar,No,No,Post doc,Psychology,NA,NA,NA,NA,Social Psychology,Psychology,Social and Behavioral Sciences,Psychology,Post doc
4/8/19 12:13,4/8/19 12:19,100,R_1Lkb7r4BZRnAEW2,1,-1,3,4,4,5,4,4,5,4,5,1,3,2,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,1,2,1,3,2,3,2,3,NA,58,NA,"HUman Anatomy and Embryology, Health Sciences",department e-mail,Slightly familiar,No,No,"Professor, or equivalent",Other,Spain,Europe,0.891,very high,NA,NA,Medicine and Health Sciences,Medicine and Health Sciences,Full Prof
4/8/19 12:06,4/8/19 12:19,100,R_yBGceUtjO9cQYXD,1,3,5,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,2,2,3,3,0,3,3,3,2,2,2,2,2,1,-3,-3,3,3,NA,34,NA,Biochemistry,email,Extremely familiar,"Yes, once","Yes, a few times",Post doc,Other,Mexico,North America,0.774,high,Biochemistry,"Biochemistry, Biophysics, and Structural Biology",Life Sciences,Life Sciences (Biology),Post doc
4/8/19 12:15,4/8/19 12:20,100,R_3m1yWWpnP54NqIx,1,0,4,5,5,4,4,2,2,1,3,5,4,4,4,4,5,2,5,5,5,3,2,2,2,2,3,2,1,1,-3,-1,3,3,3,-1,3,3,3,NA,23,NA,NA,NA,Very familiar,No,"Yes, many times",Graduate Student,Biology,India,Asia,0.64,medium,NA,NA,Life Sciences,Life Sciences (Biology),Grad Student
4/8/19 11:04,4/8/19 12:21,100,R_3FWOg4lXbazGj0A,1,3,2,2,2,2,1,2,3,2,2,1,1,1,1,2,1,1,2,2,1,0,2,3,0,0,0,3,1,3,2,2,3,2,1,0,3,1,2,NA,56,Behavioral economics,NA,Emailed to me by PLOS,Very familiar,"Yes, many times","Yes, many times","Professor, or equivalent",Economics,France,Europe,0.901,very high,Behavioral Economics,Economics,Social and Behavioral Sciences,Other Social Sciences,Full Prof
4/8/19 11:54,4/8/19 12:21,100,R_t06dRBFk3nEHKDL,1,2,1,2,3,5,3,4,2,1,2,1,1,3,4,4,4,3,4,3,5,3,3,3,2,1,2,3,3,3,3,0,1,1,3,-1,-1,0,1,NA,38,biomedical engineering,NA,email,Very familiar,No,"Yes, many times","Associate Professor, or equivalent",Engineering,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,Biomedical Engineering and Bioengineering,Engineering,Engineering,Assoc Prof
4/8/19 11:59,4/8/19 12:22,100,R_CeLYxQN4nTxmsff,1,-1,4,2,3,2,4,2,4,4,4,4,4,3,4,4,4,4,3,3,3,1,0,0,1,3,1,1,3,1,2,2,3,1,2,1,2,2,2,NA,37,Environmental sciences,NA,Email,Very familiar,No,"Yes, a few times",Graduate Student,Earth Science,Kenya,Africa,0.59,medium,NA,Environmental Science,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Grad Student
4/8/19 12:16,4/8/19 12:23,100,R_3Jkp6y36x8c2hXA,1,2,2,2,4,4,4,4,2,2,4,3,3,3,4,4,2,2,3,4,4,1,2,1,1,1,1,1,3,2,2,1,2,3,2,2,2,2,2,NA,NA,physics,NA,email,Very familiar,"Yes, a few times","Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Engineering,NA,NA,NA,NA,NA,NA,Engineering,Engineering,NA
4/8/19 12:14,4/8/19 12:23,100,R_1owdXjQqYUvmKuZ,1,3,4,5,5,4,5,4,4,5,5,4,5,4,5,5,5,5,5,5,4,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,2,3,3,NA,46 years,Epidemiology & Applied Biostatistics,NA,email,Moderately familiar,"Yes, many times","Yes, a few times","Associate Professor, or equivalent",Statistics,United Republic of Tanzania,Africa,0.538,low,Biostatistics,Statistics and Probability,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Assoc Prof
4/8/19 11:10,4/8/19 12:23,100,R_sOltYcFXQYZAZUJ,1,3,5,2,2,2,2,3,3,3,3,1,2,2,5,5,5,3,2,2,2,3,3,3,0,0,1,3,3,3,3,1,3,3,3,-3,-1,1,3,NA,45,"Genomics, development, stem cells",NA,Email from PLoS,Extremely familiar,"Yes, a few times","Yes, many times","Associate Professor, or equivalent",Biology,United States of America,North America,0.924,very high,NA,NA,Life Sciences,Life Sciences (Biology),Assoc Prof
4/8/19 12:15,4/8/19 12:23,100,R_1mQodBOswtKGtUG,1,1,3,3,4,5,5,4,3,2,2,1,1,2,5,5,5,5,4,5,5,3,3,3,3,3,2,3,2,2,3,0,2,1,3,-1,-2,2,2,NA,66,Veterinary Immunology,NA,email from PLOS,Moderately familiar,No,"Yes, a few times","Professor, or equivalent",Agricultural Science,United States of America,North America,0.924,very high,Veterinary Microbiology and Immunobiology,Veterinary Medicine,Medicine and Health Sciences,Medicine and Health Sciences,Full Prof
4/8/19 12:17,4/8/19 12:25,100,R_2397ThgQmxyapZD,1,0,3,2,2,4,4,4,1,1,1,2,2,2,2,2,2,2,3,3,3,1,1,2,0,0,1,1,2,0,0,0,0,0,0,-3,0,0,1,Emerita Professor,72,NA,Anthropology,email,Slightly familiar,No,No,"Other, please specify",Other,United States of America,North America,0.924,very high,NA,Anthropology,Social and Behavioral Sciences,Other Social Sciences,NA
4/8/19 12:12,4/8/19 12:26,100,R_USIsvCvI7bVtRqV,1,0,4,1,3,3,3,3,4,4,4,2,3,2,3,3,5,3,2,5,3,3,1,2,1,2,0,3,3,3,0,0,3,3,1,0,3,2,1,NA,56,Ecology; urban ecology,NA,Email query directly from You,Slightly familiar,No,"Yes, a few times","Associate Professor, or equivalent",Ecology/Evolutionary Science,Finland,Europe,0.92,very high,NA,Ecology and Evolutionary Biology,Life Sciences,Life Sciences (Biology),Assoc Prof
4/8/19 11:32,4/8/19 12:27,100,R_bPLpBJcD6UQxUpX,1,1,4,5,4,4,4,3,5,2,3,2,2,2,5,5,5,5,4,5,4,3,2,3,2,3,3,3,0,1,3,2,0,2,0,-2,0,0,2,NA,39,Microbiology,NA,PLoS Email,Very familiar,No,"Yes, many times","Assistant Professor, or equivalent",Biology,United States of America,North America,0.924,very high,NA,Microbiology,Life Sciences,Life Sciences (Biology),Assist Prof
4/8/19 12:14,4/8/19 12:27,100,R_1eERmcajQs9JOIr,1,2,4,3,5,5,4,4,4,2,4,3,4,3,4,4,4,4,3,5,4,3,3,3,3,3,3,2,3,2,2,2,3,3,3,-3,2,-3,3,NA,42,"Virology, Ecology",NA,email from PLOS,Very familiar,No,"Yes, a few times","Research Scientist/Staff Scientist, or equivalent",Biology,Argentina,South America,0.8250000000000001,very high,NA,NA,Life Sciences,Life Sciences (Biology),NA
4/8/19 12:06,4/8/19 12:27,100,R_8kXz7m9yQssVt61,1,0,2,1,2,4,3,2,5,1,4,2,3,3,4,4,4,2,5,5,4,1,2,3,2,0,2,3,2,3,3,2,3,2,3,2,3,3,3,NA,37 years,Microbiology,NA,email from PLoS,Moderately familiar,No,"Yes, a few times",Post doc,Biology,India,Asia,0.64,medium,NA,Microbiology,Life Sciences,Life Sciences (Biology),Post doc
4/8/19 12:17,4/8/19 12:27,100,R_sX7SyG59apXZExr,1,3,2,2,3,4,2,3,3,4,3,3,3,2,4,4,4,4,4,2,2,3,1,3,3,0,1,2,3,3,3,1,3,0,3,-3,0,2,3,NA,52,genetics,NA,email from PLOS,Moderately familiar,"Yes, once","Yes, many times","Professor, or equivalent",Biology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,Genetics,Genetics and Genomics,Life Sciences,Life Sciences (Biology),Full Prof
4/8/19 11:47,4/8/19 12:27,100,R_2UhXgOV8cVfgHsg,1,3,1,2,2,4,3,2,1,2,2,3,3,2,4,4,4,3,3,2,2,1,1,2,0,0,1,2,2,1,1,1,2,1,1,-1,1,1,2,NA,68,computational molecular biology,NA,email from PLoS,Moderately familiar,Not sure,"Yes, a few times","Professor, or equivalent",Biology,United States of America,North America,0.924,very high,NA,NA,Life Sciences,Life Sciences (Biology),Full Prof
4/8/19 12:22,4/8/19 12:28,100,R_27KKwd1fn68Hmws,1,0,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,45,"Omics, biochemistry, cancer biology and stem cell biology",NA,plos email notification,Moderately familiar,"Yes, a few times","Yes, a few times",Post doc,Biology,United States of America,North America,0.924,very high,NA,NA,Life Sciences,Life Sciences (Biology),Post doc
4/8/19 12:19,4/8/19 12:28,100,R_3nuCZI5hhnqlwsM,1,3,5,5,1,3,3,3,1,1,1,1,1,3,3,3,3,3,2,5,2,0,0,3,3,1,3,3,3,0,0,0,3,3,0,0,0,0,0,retired pathologist MD,82,NA,"pathologist, with special interest in bone marrow disorders",was sent to me.,Not familiar at all,No,No,"Other, please specify",Other,United States of America,North America,0.924,very high,Pathology,Medical Specialties,Medicine and Health Sciences,Medicine and Health Sciences,NA
4/8/19 11:15,4/8/19 12:28,100,R_1Q0BVcoZn3ncXlI,1,3,3,3,4,4,5,5,5,4,5,3,5,3,5,5,5,5,5,5,4,3,3,3,0,3,3,3,3,1,1,3,3,1,0,-2,3,1,3,NA,35,Computational Sociology,NA,email from plosone,Extremely familiar,"Yes, a few times","Yes, many times","Professor, or equivalent",Library/Information Science,United States of America,North America,0.924,very high,NA,Library and Information Science,Social and Behavioral Sciences,Other Social Sciences,Full Prof
4/8/19 12:24,4/8/19 12:30,100,R_WBP4iBx6RWXQJnb,1,-2,4,4,1,4,4,1,5,1,1,3,3,1,5,5,4,5,3,3,3,-2,0,2,1,0,1,2,2,3,3,0,2,2,3,-3,0,1,2,NA,33,Paleontology,NA,email from PLOS ONE,Very familiar,Not sure,"Yes, a few times","Assistant Professor, or equivalent",Earth Science,Argentina,South America,0.8250000000000001,very high,Paleontology,Earth Sciences,Physical Sciences and Mathematics,Physical Sciences and Mathematics,Assist Prof
4/8/19 12:22,4/8/19 12:30,100,R_1gtGfXKbTxcDWfd,1,3,3,3,4,4,3,5,4,3,3,4,4,4,5,5,5,5,5,5,5,0,-1,2,3,3,2,3,3,0,3,0,1,0,3,1,2,0,3,NA,49,Systems Biology,NA,Email from PLoS,Extremely familiar,"Yes, a few times","Yes, a few times","Professor, or equivalent",Biology,United Kingdom of Great Britain and Northern Ireland,Europe,0.922,very high,NA,Systems Biology,Life Sciences,Life Sciences (Biology),Full Prof
4/8/19 12:24,4/8/19 12:30,100,R_UmA8fl2xI6VOBxf,1,3,3,5,5,5,3,3,4,4,2,2,2,2,3,4,4,4,3,3,3,2,2,3,1,2,2,3,3,3,3,0,2,2,3,2,0,-2,2,NA,64,Neuroscience,NA,email from PLoS,Very familiar,"Yes, a few times","Yes, once","Professor, or equivalent",Biology,United States of America,North America,0.924,very high,NA,Neuroscience and Neurobiology,Life Sciences,Life Sciences (Biology),Full Prof
4/8/19 12:07,4/8/19 12:31,100,R_ZIxs4qRxQdUH2yl,1,2,2,2,1,1,1,2,1,1,1,1,1,1,4,3,3,1,1,2,2,3,0,3,2,0,0,1,3,2,3,0,3,3,0,0,2,-2,3,NA,60,neuroscience,NA,email from PLOS,Very familiar,"Yes, many times","Yes, many times","Research Scientist/Staff Scientist, or equivalent",Physics,Portugal,Europe,0.8470000000000001,very high,NA,Physics,Physical Sciences and Mathematics,Physical Sciences and Mathematics,NA
4/8/19 12:24,4/8/19 12:31,100,R_a3gHQ9lgXheG94l,1,0,2,2,3,4,3,3,2,3,4,2,2,3,5,5,5,2,4,4,4,-2,-2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,0,1,NA,33,NA,Medicine,E-mail,Moderately familiar,"Yes, once",No,Post doc,Other,Turkey,Asia,0.7909999999999999,high,NA,NA,Medicine and Health Sciences,Medicine and Health Sciences,Post doc
4/8/19 12:27,4/8/19 12:33,100,R_3h5aToArqYmzJMr,1,0,1,5,4,4,1,4,5,2,2,1,1,1,4,3,3,4,3,3,3,3,1,2,0,1,3,1,2,1,2,0,1,0,2,1,2,0,1,NA,NA,psychology,NA,direct email,Slightly familiar,Not sure,"Yes, a few times","Associate Professor, or equivalent",Kinesiology,Canada,North America,0.926,very high,Psychology of Movement,Kinesiology,Life Sciences,Life Sciences (Biology),Assoc Prof
4/8/19 12:29,4/8/19 12:33,100,R_W6j66gauqQazgU9,1,3,3,2,3,3,4,3,2,1,1,1,3,2,4,4,4,4,3,3,3,2,3,3,1,2,3,3,3,2,3,-1,0,1,3,-3,-2,1,3,NA,49,plant genomics,NA,email,Extremely familiar,"Yes, many times","Yes, many times","Professor, or equivalent",Biology,Sweden,Europe,0.933,very high,NA,Plant Sciences,Life Sciences,Life Sciences (Biology),Full Prof
